# Last modified: 07-11-2017@22:02:00
# LRG_TRANSCRIPT	HGNC_SYMBOL	CHROMOSOME	STRAND	TRANSCRIPT_START	TRANSCRIPT_STOP	EXONS_COORDS	LRG_PROTEIN	CDS_START	CDS_STOP
LRG_434t1	FKTN	9	1	108320411	108403399	108320411-108320446,108335936-108336027,108337226-108337418,108358879-108358938,108363426-108363629,108366496-108366773,108370100-108370232,108377559-108377688,108380240-108380373,108382215-108382342,108397332-108403399	LRG_434p1	108337314	108397545
LRG_434t2	FKTN	9	1	108320411	108403399	108320411-108320446,108337226-108337418,108358879-108358938,108363426-108363629,108366496-108366773,108370100-108370232,108377559-108377688,108380240-108380373,108382215-108382342,108397332-108403399	LRG_434p2	108337314	108397545
LRG_435t1	TMEM43	3	1	14166440	14185180	14166440-14166705,14170912-14171061,14172322-14172456,14173080-14173174,14174046-14174095,14174366-14174435,14175239-14175309,14176270-14176391,14176658-14176732,14177307-14177408,14180680-14180797,14183093-14185180	LRG_435p1	14166694	14183295
LRG_436t1	ACTN2	1	1	236849754	236927931	236849754-236850099,236881158-236881272,236882194-236882313,236883405-236883491,236889233-236889320,236890978-236891056,236894533-236894614,236898935-236899020,236900422-236900514,236902602-236902832,236906196-236906343,236907926-236908076,236910967-236911075,236912424-236912564,236914770-236914952,236917247-236917381,236918319-236918498,236920786-236920932,236923024-236923089,236924315-236924473,236925761-236927931	LRG_436p1	236849974	236925919
LRG_437t1	CACNA2D1	7	-1	81579418	82073031	81579418-81579824,81588591-81588673,81589036-81589145,81591210-81591339,81591756-81591811,81593372-81593424,81593523-81593675,81594910-81594981,81596485-81596523,81596912-81596979,81598203-81598289,81599197-81599300,81599991-81600053,81601093-81601180,81603771-81603868,81611883-81611943,81612630-81612650,81613951-81614027,81620501-81620562,81624184-81624255,81626495-81626566,81634739-81634813,81635081-81635155,81636995-81637072,81641470-81641559,81642777-81642826,81643717-81643795,81662113-81662217,81667393-81667551,81689744-81689843,81693620-81693670,81695771-81695840,81714085-81714216,81746360-81746489,81765951-81765992,81799866-81799925,81964451-81964567,81978884-81978965,82072681-82073031	LRG_437p1	81579708	82072775
LRG_438t1	MYO6	6	1	76458909	76629254	76458909-76459140,76527218-76527381,76532499-76532568,76538257-76538330,76540133-76540262,76542559-76542664,76545618-76545673,76550302-76550399,76550931-76551095,76554614-76554694,76558068-76558248,76564856-76565000,76566814-76566971,76568619-76568710,76570740-76570812,76572313-76572440,76576243-76576338,76576649-76576822,76580364-76580402,76582924-76583017,76589537-76589667,76589760-76589837,76591406-76591535,76595721-76595811,76596561-76596711,76599774-76599982,76600945-76601023,76602247-76602407,76604948-76604977,76608090-76608128,76617322-76617425,76618213-76618344,76621389-76621415,76623780-76623998,76624530-76629254	LRG_438p1	76527265	76624729
LRG_439t1	KCNE3	11	-1	74165886	74178600	74165886-74168648,74173000-74173148,74178443-74178600	LRG_439p1	74168297	74168608
LRG_440t1	CSRP3	11	-1	19203578	19223589	19203578-19204293,19206499-19206592,19207763-19207895,19209683-19209851,19213884-19214023,19223501-19223589	LRG_440p1	19204217	19213995
LRG_441t1	SLC25A4	4	1	186064417	186071538	186064417-186064637,186065918-186066404,186066913-186067053,186067968-186071538	LRG_441p1	186064527	186068125
LRG_442t1	NEXN	1	1	78354200	78409580	78354200-78354444,78381740-78381818,78383251-78383442,78383645-78383723,78383810-78383958,78390873-78390914,78392099-78392296,78392401-78392577,78395001-78395189,78398967-78399164,78401508-78401729,78407708-78407893,78408146-78409580	LRG_442p1	78381792	78408514
LRG_443t1	TMPO	12	1	98909351	98944157	98909351-98909924,98921664-98921790,98925458-98925616,98931253-98931350,98938008-98938127,98938220-98938315,98938729-98938839,98940137-98940225,98941351-98944157	LRG_443p1	98909646	98941636
LRG_443t2	TMPO	12	1	98909351	98929412	98909351-98909924,98921664-98921790,98925458-98925616,98926601-98929412	LRG_443p2	98909646	98928120
LRG_444t1	ILK	11	1	6624964	6632101	6624964-6625052,6625410-6625590,6629276-6629441,6629624-6629719,6629924-6630020,6630115-6630198,6630302-6630387,6630530-6630639,6630743-6630870,6630955-6631076,6631167-6631266,6631379-6631509,6631693-6632101	LRG_444p1	6625502	6631842
LRG_445t1	KCND3	1	-1	112318454	112531777	112318454-112318900,112319648-112319895,112321058-112321114,112322847-112322936,112323312-112323413,112329566-112329728,112524243-112525420,112531370-112531777	LRG_445p1	112318699	112525348
LRG_446t1	TCF21	6	1	134210260	134213395	134210260-134210985,134212851-134213395	LRG_446p1	134210536	134212940
LRG_447t1	HMGCS2	1	-1	120290619	120311555	120290619-120291464,120293420-120293531,120295172-120295297,120295903-120296009,120298050-120298220,120299896-120300061,120301741-120301905,120302487-120302612,120306795-120307249,120311364-120311555	LRG_447p1	120293425	120311467
LRG_447t2	HMGCS2	1	-1	120290619	120311555	120290619-120291464,120293420-120293531,120295172-120295297,120295903-120296009,120298050-120298220,120299896-120300061,120301741-120301905,120306795-120307249,120311364-120311555	LRG_447p2	120293425	120311467
LRG_448t1	ACAD8	11	1	134123434	134135749	134123434-134123603,134126442-134126542,134126982-134127151,134128409-134128518,134128902-134128978,134129502-134129639,134130938-134131073,134131169-134131266,134131632-134131784,134132414-134132516,134134802-134135749	LRG_448p1	134123495	134134854
LRG_449t1	AUH	9	-1	93976097	94124206	93976097-93976707,93978341-93978388,93979559-93979609,93983087-93983274,94058303-94058359,94060266-94060358,94087600-94087686,94118165-94118252,94118370-94118437,94123910-94124206	LRG_449p1	93976630	94124171
LRG_450t1	HSD17B10	X	-1	53458206	53461323	53458206-53458542,53458746-53458854,53458936-53459064,53459195-53459359,53460669-53460833,53461266-53461323	LRG_450p1	53458352	53461292
LRG_450t2	HSD17B10	X	-1	53458206	53461323	53458206-53458542,53458773-53458854,53458936-53459064,53459195-53459359,53460669-53460833,53461266-53461323	LRG_450p2	53458352	53461292
LRG_451t1	ACADSB	10	1	124768429	124817806	124768429-124768587,124793872-124794031,124797263-124797363,124799982-124800188,124800725-124800895,124802562-124802687,124803909-124804001,124806725-124806814,124810565-124810702,124812577-124812676,124813211-124817806	LRG_451p1	124768546	124813281
LRG_452t1	FOXD4	9	-1	116231	118417	116231-118417	LRG_452p1	116800	118119
LRG_453t1	PIK3R1	5	1	67511584	67597649	67511584-67511777,67522118-67522837,67569218-67569310,67569767-67569841,67575430-67575561,67576356-67576557,67576755-67576834,67588087-67588189,67588929-67589027,67589131-67589311,67589537-67589662,67590364-67590506,67590976-67591152,67591248-67591316,67591999-67592169,67593240-67597649	LRG_453p1	67522504	67593429
LRG_454t1	FKBP14	7	-1	30050199	30066417	30050199-30054509,30058612-30058739,30062281-30062432,30065928-30066417	LRG_454p1	30054351	30066124
LRG_455t1	ROGDI	16	-1	4846963	4852951	4846963-4847502,4847715-4847841,4847939-4847988,4848072-4848185,4848570-4848668,4849687-4849782,4850499-4850579,4851268-4851322,4851504-4851586,4852383-4852454,4852528-4852951	LRG_455p1	4847461	4852572
LRG_456t1	CEBPA	19	-1	33790840	33793430	33790840-33793430	LRG_456p1	33792244	33793320
LRG_457t1	FLT3	13	-1	28577411	28674729	28577411-28578311,28588589-28588694,28589294-28589393,28589727-28589838,28592604-28592726,28597487-28597614,28598998-28599080,28601225-28601378,28602315-28602425,28608024-28608128,28608219-28608351,28608438-28608544,28609632-28609810,28610072-28610180,28611322-28611425,28622412-28622580,28623521-28623674,28623772-28623911,28624232-28624359,28626682-28626811,28631484-28631599,28636004-28636206,28644628-28644749,28674605-28674729	LRG_457p1	28578189	28674647
LRG_458t1	NPM1	5	1	170814708	170837888	170814708-170815010,170817055-170817134,170818309-170818428,170818710-170818803,170819714-170819820,170819918-170819982,170827157-170827214,170827843-170827929,170832306-170832407,170834704-170834778,170837531-170837888	LRG_458p1	170814953	170837569
LRG_459t1	DNMT3A	2	-1	25455830	25564784	25455830-25457289,25458576-25458694,25459805-25459874,25461999-25462084,25463171-25463319,25463509-25463599,25464431-25464576,25466767-25466851,25467024-25467207,25467409-25467521,25468122-25468201,25468889-25468933,25469029-25469178,25469489-25469645,25469920-25470027,25470460-25470618,25470906-25471121,25497810-25497956,25498369-25498412,25505310-25505580,25523008-25523112,25536782-25537030,25564695-25564784	LRG_459p1	25457148	25536853
LRG_459t2	DNMT3A	2	-1	25455830	25475184	25455830-25457289,25458576-25458694,25459805-25459874,25461999-25462084,25463171-25463319,25463509-25463599,25464431-25464576,25466767-25466851,25467024-25467207,25467409-25467521,25468122-25468201,25468889-25468933,25469029-25469178,25469489-25469645,25469920-25470027,25470460-25470618,25470906-25471121,25472526-25472593,25475063-25475184	LRG_459p2	25457148	25475066
LRG_459t3	DNMT3A	2	-1	25504321	25565459	25504321-25505580,25523008-25523112,25536782-25537030,25565299-25565459	LRG_459p3	25505257	25536853
LRG_459t4	DNMT3A	2	-1	25455830	25565459	25455830-25457289,25458576-25458694,25459805-25459874,25461999-25462084,25463171-25463319,25463509-25463599,25464431-25464576,25466767-25466851,25467024-25467207,25467409-25467521,25468122-25468201,25468889-25468933,25469029-25469178,25469489-25469645,25469920-25470027,25470460-25470618,25470906-25471121,25497810-25497956,25498369-25498412,25505310-25505580,25523008-25523112,25536782-25537030,25565299-25565459	LRG_459p4	25457148	25536853
LRG_460t1	AIP	11	1	67250505	67258579	67250505-67250728,67254477-67254656,67256738-67256926,67257509-67257685,67257787-67257928,67258259-67258579	LRG_460p1	67250630	67258464
LRG_461t1	ERCC2	19	-1	45854649	45873845	45854649-45854979,45855467-45855610,45855764-45855907,45856004-45856074,45856341-45856413,45856500-45856592,45857988-45858109,45858923-45858986,45860528-45860629,45860732-45860801,45860888-45860957,45864782-45864900,45867001-45867169,45867244-45867377,45867493-45867589,45867682-45867805,45868096-45868212,45868300-45868416,45871888-45872001,45872188-45872250,45872328-45872405,45873391-45873490,45873794-45873845	LRG_461p1	45854887	45873798
LRG_462t1	ERCC3	2	-1	128014866	128051752	128014866-128015303,128016872-128017024,128018804-128018922,128028912-128029029,128030441-128030537,128036749-128036951,128038023-128038207,128044279-128044593,128046236-128046440,128046913-128047077,128047265-128047400,128047800-128047849,128050186-128050422,128051089-128051294,128051630-128051752	LRG_462p1	128015172	128051657
LRG_463t1	ERCC4	16	1	14014014	14046205	14014014-14014229,14015888-14016068,14020418-14020613,14021885-14022092,14024567-14024747,14026014-14026142,14028049-14028159,14029003-14029600,14031623-14031715,14038580-14038692,14041471-14046205	LRG_463p1	14014023	14042204
LRG_464t1	ERCC5	13	1	103498191	103528351	103498191-103498704,103504468-103504643,103506107-103506222,103506638-103506724,103508402-103508462,103510625-103510768,103513857-103514064,103514380-103515453,103518017-103518261,103518612-103518731,103518982-103519195,103520463-103520607,103524548-103524748,103525609-103525693,103527657-103528351	LRG_464p1	103498617	103528253
LRG_465t1	ERCC6	10	-1	50664491	50747147	50664491-50667280,50668419-50668497,50669398-50669602,50678228-50678935,50679021-50679166,50680422-50680516,50680955-50681074,50681523-50681633,50682073-50682288,50684261-50684356,50686400-50686516,50690733-50690909,50691392-50691562,50701163-50701298,50708584-50708742,50713930-50714058,50732079-50732823,50736463-50736571,50738766-50738886,50740589-50741024,50747008-50747147	LRG_465p1	50666861	50741010
LRG_466t1	ERCC8	5	-1	60169659	60240905	60169659-60170510,60183267-60183347,60186716-60186913,60194103-60194227,60195454-60195554,60198269-60198335,60199475-60199543,60200619-60200700,60214092-60214215,60217881-60217982,60224691-60224786,60240759-60240905	LRG_466p1	60170442	60240835
LRG_467t1	DDB2	11	1	47236493	47260769	47236493-47236814,47237887-47238023,47238409-47238600,47254365-47254510,47256124-47256223,47256308-47256485,47256821-47256963,47259388-47259552,47259689-47259734,47260351-47260769	LRG_467p1	47236688	47260400
LRG_468t1	MPLKIP	7	-1	40172342	40174251	40172342-40172858,40173828-40174251	LRG_468p1	40172658	40174166
LRG_469t1	GTF2H5	6	1	158589379	158620376	158589379-158589427,158591502-158591570,158613009-158620376	LRG_469p1	158591536	158613189
LRG_470t1	POLH	6	1	43543878	43588260	43543878-43544177,43550053-43550193,43550744-43550878,43555009-43555226,43565433-43565602,43568725-43568828,43571629-43571748,43572352-43572475,43572991-43573056,43578291-43578460,43581397-43588260	LRG_470p1	43550057	43582294
LRG_471t1	XPA	9	-1	100437191	100459691	100437191-100437869,100447205-100447322,100449378-100449543,100451816-100451921,100455931-100456041,100459403-100459691	LRG_471p1	100437721	100459574
LRG_472t1	XPC	3	-1	14186647	14220172	14186647-14187659,14188790-14188879,14189408-14189501,14190062-14190231,14190314-14190448,14193835-14193916,14197835-14197995,14199511-14200392,14201241-14201330,14206313-14206433,14206928-14207085,14208669-14208753,14209757-14209880,14211938-14212050,14214367-14214562,14219966-14220172	LRG_472p1	14187441	14220068
LRG_473t1	COL6A3	2	-1	238232655	238322850	238232655-238233457,238234203-238234367,238242093-238242191,238243269-238243532,238244778-238245175,238247658-238247760,238249095-238249793,238250708-238250804,238252993-238253486,238253584-238253595,238253701-238253737,238253824-238253856,238255146-238255208,238256450-238256512,238256992-238257027,238257256-238257306,238258790-238258852,238259773-238259835,238261165-238261227,238261984-238262046,238263542-238263577,238265981-238266034,238266460-238266525,238267164-238267226,238267678-238267731,238267849-238267893,238268005-238268031,238268731-238268802,238269764-238269817,238270382-238270474,238271896-238272041,238272993-238273071,238274341-238274678,238275330-238275929,238277206-238277820,238280375-238280980,238283055-238283663,238285415-238285987,238287279-238287878,238289558-238290142,238296225-238296827,238303230-238303847,238305370-238305490,238322596-238322850	LRG_473p1	238233417	238305460
LRG_474t1	DDB1	11	-1	61066919	61100684	61066919-61067691,61068281-61068404,61069729-61069831,61070054-61070223,61070518-61070627,61071337-61071507,61076455-61076549,61077268-61077432,61077767-61077890,61079256-61079367,61079461-61079556,61080971-61081178,61081334-61081441,61081519-61081682,61081780-61081958,61083757-61083865,61083964-61084039,61089067-61089169,61089768-61089884,61090483-61090566,61091451-61091609,61093083-61093180,61094251-61094365,61096835-61097056,61097430-61097546,61099015-61099163,61100380-61100684	LRG_474p1	61067608	61100440
LRG_475t1	COL6A1	21	1	47401663	47424963	47401663-47401861,47402548-47402677,47404183-47404383,47406440-47406599,47406858-47406986,47407069-47407089,47407413-47407433,47407524-47407568,47408998-47409051,47409522-47409566,47409666-47409692,47410172-47410198,47410292-47410336,47410687-47410740,47410893-47410955,47411924-47411986,47412078-47412131,47412277-47412312,47412662-47412724,47414081-47414143,47417335-47417397,47417614-47417676,47418035-47418085,47418312-47418347,47418811-47418873,47419067-47419132,47419571-47419606,47420245-47420281,47420673-47420681,47421167-47421300,47421875-47421984,47422132-47422315,47422441-47422624,47423034-47423063,47423305-47424963	LRG_475p1	47401765	47423927
LRG_476t1	COL6A2	21	1	47518033	47552763	47518033-47518087,47531364-47531505,47531893-47532491,47532718-47532738,47533922-47533987,47535786-47535839,47535923-47535967,47536291-47536317,47536565-47536591,47536684-47536728,47537314-47537367,47537788-47537850,47538528-47538590,47538944-47539033,47539702-47539764,47540429-47540491,47540975-47541037,47541470-47541532,47542022-47542072,47542410-47542445,47542789-47542851,47544565-47544627,47544799-47544834,47545180-47545225,47545379-47545531,47545699-47546151,47546417-47546455,47551868-47552763	LRG_476p1	47531391	47552466
LRG_477t1	GP9	3	1	128779610	128781254	128779610-128779693,128780337-128780462,128780571-128781254	LRG_477p1	128780583	128781116
LRG_478t1	GP1BB	22	1	19711066	19712297	19711066-19711102,19711377-19712297	LRG_478p1	19711093	19711987
LRG_479t1	ITGA2B	17	-1	42449550	42466873	42449550-42449791,42451722-42451838,42452027-42452128,42452366-42452479,42452959-42453084,42453201-42453353,42453453-42453552,42453676-42453756,42454377-42454456,42455066-42455158,42455730-42455877,42456011-42456078,42457057-42457182,42457370-42457521,42457614-42457669,42457754-42457858,42457968-42458013,42458247-42458429,42460861-42461072,42461262-42461314,42461453-42461506,42461679-42461722,42461906-42461953,42462316-42462444,42462532-42462577,42462654-42462703,42462919-42463084,42463192-42463289,42463378-42463499,42466654-42466873	LRG_479p1	42449732	42466841
LRG_480t1	GP1BA	17	1	4835592	4838325	4835592-4835660,4835894-4838325	LRG_480p1	4835900	4837858
LRG_481t1	ITGB3	17	1	45331208	45390077	45331208-45331306,45351785-45351870,45360720-45360915,45361809-45362061,45363626-45363788,45364436-45364597,45367047-45367142,45367551-45367640,45368320-45368454,45369505-45369934,45376674-45376896,45377844-45377944,45380087-45380206,45384837-45385003,45387505-45390077	LRG_481p1	45331228	45387570
LRG_482t1	RUNX1	21	-1	36160098	36421595	36160098-36164907,36171598-36171759,36206707-36206898,36231771-36231875,36252854-36253010,36259140-36259393,36265222-36265260,36421139-36421255,36421465-36421595	LRG_482p1	36164432	36421196
LRG_483t1	HNF4A	20	1	42984441	43061485	42984441-42984493,43034698-43034872,43036021-43036115,43042334-43042440,43043147-43043302,43047065-43047152,43048361-43048516,43052658-43052894,43056975-43057127,43058163-43061485	LRG_483p1	42984445	43058305
LRG_483t2	HNF4A	20	1	43029896	43061485	43029896-43030127,43034698-43034872,43036021-43036115,43042334-43042440,43043147-43043302,43047065-43047152,43048361-43048516,43052658-43052894,43056975-43057127,43058163-43061485	LRG_483p2	43030013	43058305
LRG_483t3	HNF4A	20	1	42984441	43061485	42984441-42984493,43019098-43019319,43034698-43034872,43036021-43036115,43042334-43042440,43043147-43043302,43047065-43047152,43048361-43048516,43052658-43052894,43056975-43057127,43058163-43061485	LRG_483p3	43019280	43058305
LRG_484t1	GLE1	9	1	131266971	131304580	131266971-131267183,131271155-131271376,131277808-131277918,131284947-131285095,131285559-131285619,131285871-131286125,131287471-131287702,131289458-131289570,131289735-131289804,131295792-131295934,131296040-131296230,131298634-131298763,131300265-131300369,131301895-131301977,131302554-131302617,131303381-131304580	LRG_484p1	131267085	131303449
LRG_484t2	GLE1	9	1	131266971	131302156	131266971-131267183,131271155-131271376,131277808-131277918,131284947-131285095,131285559-131285619,131285871-131286125,131287471-131287702,131289458-131289570,131289735-131289804,131295792-131295934,131296040-131296230,131298634-131298763,131300265-131300369,131301895-131302156	LRG_484p2	131267085	131301993
LRG_485t1	CSTB	21	-1	45193546	45196256	45193546-45194211,45194539-45194640,45196085-45196256	LRG_485p1	45194083	45196150
LRG_486t1	TSC1	9	-1	135766735	135820020	135766735-135772141,135772571-135772732,135772810-135772997,135776102-135776224,135776976-135777086,135777992-135778174,135779038-135779204,135779798-135779841,135780968-135781526,135782118-135782222,135782688-135782757,135785958-135786079,135786389-135786500,135786840-135786955,135787669-135787844,135796750-135796823,135797206-135797360,135798735-135798879,135800974-135801126,135802588-135802691,135804154-135804339,135810420-135810482,135819930-135820020	LRG_486p1	135771622	135804259
LRG_487t1	TSC2	16	1	2097990	2138713	2097990-2098066,2098588-2098754,2100401-2100487,2103343-2103453,2104297-2104441,2105403-2105520,2106197-2106245,2106645-2106770,2107106-2107179,2108748-2108874,2110671-2110814,2111872-2112009,2112498-2112601,2112973-2113054,2114273-2114428,2115520-2115636,2120457-2120579,2121511-2121617,2121785-2121935,2122242-2122364,2122850-2122984,2124201-2124390,2125800-2125893,2126069-2126171,2126492-2126586,2127599-2127727,2129033-2129197,2129277-2129429,2129558-2129670,2130166-2130378,2131596-2131799,2132437-2132505,2133696-2133817,2134229-2134716,2134952-2135027,2135231-2135323,2136194-2136380,2136733-2136872,2137864-2137942,2138049-2138140,2138228-2138326,2138447-2138713	LRG_487p1	2098617	2138611
LRG_488t1	ALK	2	-1	29415640	30144432	29415640-29416788,29419636-29419726,29420408-29420542,29430037-29430138,29432652-29432744,29436850-29436947,29443572-29443701,29445210-29445274,29445383-29445473,29446208-29446394,29448327-29448431,29449788-29449940,29450440-29450538,29451750-29451932,29455170-29455314,29456431-29456562,29462546-29462696,29473971-29474133,29497965-29498093,29498268-29498362,29519754-29519923,29541170-29541270,29543617-29543748,29551216-29551347,29606598-29606725,29754781-29754982,29917716-29917880,29940444-29940563,30142859-30144432	LRG_488p1	29416090	30143525
LRG_489t1	BUB1B	15	1	40453210	40513337	40453210-40453456,40457254-40457397,40462263-40462322,40462738-40462882,40468678-40468874,40475915-40476084,40477366-40477580,40477752-40477843,40488746-40488975,40491816-40491928,40492445-40492560,40493132-40493181,40494606-40494666,40494790-40494895,40498385-40498659,40500838-40500971,40501836-40501976,40502311-40502411,40504700-40504849,40505533-40505675,40509697-40509868,40510657-40510763,40512765-40513337	LRG_489p1	40453422	40512960
LRG_490t1	CDK4	12	-1	58142003	58146165	58142003-58142400,58142965-58143100,58143237-58143287,58144439-58144548,58144706-58144873,58144990-58145125,58145283-58145519,58145958-58146165	LRG_490p1	58142308	58145500
LRG_491t1	CYLD	16	1	50775961	50835846	50775961-50776035,50776673-50776752,50778641-50778777,50783487-50784113,50785515-50785817,50788230-50788335,50809077-50809085,50810090-50810188,50811736-50811852,50813576-50813955,50815157-50815322,50816236-50816377,50818240-50818362,50820766-50820857,50821697-50821763,50825469-50825601,50826508-50826616,50827457-50827575,50828123-50828339,50830235-50835846	LRG_491p1	50783610	50830419
LRG_492t1	DICER1	14	-1	95552565	95623759	95552565-95557000,95557371-95557446,95557540-95557702,95560225-95560493,95562162-95563050,95566117-95566272,95569683-95570463,95571408-95571583,95572015-95572120,95572378-95572560,95573945-95574098,95574217-95574430,95574661-95574840,95577654-95577793,95578509-95578584,95579429-95579561,95582004-95582158,95582790-95583032,95583959-95584091,95590533-95591005,95592917-95593085,95595809-95595969,95596395-95596529,95597846-95597976,95598852-95599014,95599652-95599840,95623567-95623759	LRG_492p1	95556835	95599795
LRG_493t1	EXT1	8	-1	118811602	119124058	118811602-118812136,118816961-118817132,118819456-118819616,118825111-118825200,118830674-118830769,118831915-118832033,118834704-118834836,118842469-118842588,118847683-118847790,118849347-118849440,119122324-119124058	LRG_493p1	118811951	119123285
LRG_494t1	EXT2	11	1	44117747	44266980	44117747-44117871,44129233-44129798,44130744-44130833,44135735-44135851,44146339-44146534,44148366-44148505,44151595-44151688,44193161-44193292,44219379-44219568,44228343-44228509,44253903-44254046,44255665-44255793,44257843-44257925,44265699-44266980	LRG_494p1	44117803	44265837
LRG_494t2	EXT2	11	1	44117099	44266980	44117099-44117402,44129233-44129798,44130744-44130833,44135735-44135851,44146339-44146534,44148366-44148505,44151595-44151688,44193161-44193292,44219379-44219568,44228343-44228509,44253903-44254046,44255665-44255793,44257843-44257925,44265699-44266980	LRG_494p2	44129263	44265837
LRG_495t1	FANCA	16	-1	89803959	89883065	89803959-89805116,89805290-89805382,89805541-89805697,89805886-89805961,89806402-89806507,89807212-89807274,89809208-89809346,89811367-89811479,89812992-89813096,89813239-89813298,89815067-89815175,89816138-89816310,89818546-89818630,89824985-89825113,89828357-89828430,89831298-89831474,89833549-89833645,89836245-89836432,89836574-89836667,89836972-89837042,89838086-89838222,89839679-89839792,89842150-89842223,89845209-89845258,89845351-89845411,89846277-89846365,89849267-89849326,89849415-89849510,89851262-89851372,89857811-89857944,89858335-89858476,89858879-89858955,89862314-89862426,89865574-89865640,89866013-89866046,89869667-89869749,89871688-89871800,89874702-89874775,89877115-89877210,89877337-89877479,89880928-89881021,89882285-89882394,89882945-89883065	LRG_495p1	89805009	89883023
LRG_496t1	FANCB	X	-1	14861529	14891184	14861529-14862103,14862625-14862862,14862978-14863408,14868627-14868796,14871161-14871289,14875984-14876076,14877304-14877456,14882682-14883702,14887045-14887165,14891108-14891184	LRG_496p1	14861689	14883632
LRG_497t1	FANCC	9	-1	97861336	98079991	97861336-97864132,97869348-97869551,97873745-97873919,97876911-97876992,97879597-97879672,97887368-97887467,97888811-97888863,97897628-97897784,97912205-97912369,97933361-97933425,97934319-97934429,98002931-98003025,98009714-98009798,98011409-98011651,98079808-98079991	LRG_497p1	97863989	98011573
LRG_498t1	FANCE	6	1	35420138	35434881	35420138-35420570,35423524-35424130,35425333-35425377,35425693-35425761,35426074-35426217,35427108-35427231,35427459-35427537,35428329-35428395,35430566-35430691,35434021-35434881	LRG_498p1	35420323	35434122
LRG_499t1	FANCG	9	-1	35073835	35080013	35073835-35074213,35074368-35074491,35074924-35075079,35075276-35075322,35075462-35075751,35075959-35076025,35076429-35076580,35076721-35076867,35076968-35077098,35077261-35077396,35078138-35078340,35078602-35078733,35079148-35079238,35079438-35080013	LRG_499p1	35074105	35079521
LRG_500t1	FANCI	15	1	89787194	89860362	89787194-89787264,89790860-89790962,89801935-89802007,89803944-89804074,89804816-89804972,89805052-89805109,89806650-89806691,89807134-89807257,89807753-89807838,89811630-89811756,89816608-89816700,89817399-89817535,89819942-89820122,89821918-89822005,89824401-89824531,89824996-89825066,89826367-89826481,89828327-89828449,89833444-89833512,89834844-89834945,89835919-89836095,89836173-89836294,89837064-89837228,89838146-89838325,89843031-89843197,89843531-89843616,89844557-89844673,89847095-89847146,89848346-89848473,89848572-89848640,89848836-89848929,89849238-89849425,89850707-89850760,89850844-89850903,89856135-89856203,89857843-89857938,89858513-89858620,89859628-89860362	LRG_500p1	89790879	89859690
LRG_501t1	FANCL	2	-1	58386378	58468515	58386378-58386935,58387243-58387314,58388657-58388773,58390001-58390082,58390164-58390209,58390569-58390652,58392859-58393009,58425714-58425797,58431265-58431361,58449077-58449177,58453863-58453919,58456949-58457009,58459189-58459247,58468353-58468515	LRG_501p1	58386900	58468448
LRG_501t2	FANCL	2	-1	58386378	58468515	58386378-58386935,58387243-58387314,58388657-58388773,58390001-58390082,58390164-58390209,58390569-58390652,58392859-58393009,58425729-58425797,58431265-58431361,58449077-58449177,58453863-58453919,58456949-58457009,58459189-58459247,58468353-58468515	LRG_501p2	58386900	58468448
LRG_502t1	FANCM	14	1	45605136	45670093	45605136-45605742,45606272-45606444,45609835-45609912,45618040-45618198,45620600-45620731,45623123-45623255,45623900-45624025,45624576-45624662,45628299-45628483,45633562-45633768,45636153-45636366,45639792-45639949,45642258-45642413,45644274-45646179,45650633-45650727,45650840-45650908,45652977-45653105,45654420-45654576,45656984-45657090,45658005-45658565,45665375-45665750,45667847-45668138,45669073-45670093	LRG_502p1	45605235	45669211
LRG_503t1	SLX4	16	-1	3631182	3661585	3631182-3632694,3633098-3633511,3634770-3634872,3639003-3641311,3642700-3642866,3644454-3644600,3645606-3645694,3646154-3646394,3647380-3647696,3647798-3648000,3650980-3651192,3652119-3652308,3656475-3656699,3658431-3659567,3661561-3661585	LRG_503p1	3632343	3658965
LRG_504t1	FH	1	-1	241660857	241683085	241660857-241661270,241663737-241663890,241665743-241665870,241667342-241667545,241669303-241669468,241671903-241672085,241675267-241675443,241676903-241677013,241680482-241680616,241682891-241683085	LRG_504p1	241661128	241683022
LRG_505t1	GPC3	X	-1	132669773	133119673	132669773-132670321,132730468-132730627,132795758-132795878,132826397-132826522,132833923-132834056,132887509-132888203,133087077-133087238,133119302-133119673	LRG_505p1	132670152	133119476
LRG_506t1	HRAS	11	-1	532242	535550	532242-532522,532631-532755,533453-533612,533766-533944,534212-534375,535416-535550	LRG_506p1	532636	534322
LRG_507t1	CDC73	1	1	193091088	193223945	193091088-193091461,193094242-193094347,193099304-193099373,193104521-193104583,193104667-193104719,193107215-193107303,193110980-193111196,193116997-193117095,193119434-193119512,193121510-193121574,193172925-193172982,193181195-193181230,193181520-193181607,193202123-193202284,193205386-193205486,193218860-193219001,193219806-193223945	LRG_507p1	193091331	193219842
LRG_508t1	LMO1	11	-1	8245857	8285406	8245857-8246268,8248522-8248647,8251838-8252051,8284885-8285406	LRG_508p1	8246163	8284909
LRG_509t1	MEN1	11	-1	64570986	64578188	64570986-64572288,64572506-64572670,64573107-64573242,64573704-64573840,64574483-64574570,64574651-64574691,64575024-64575152,64575363-64575571,64577122-64577604,64578102-64578188	LRG_509p1	64571806	64577581
