# Last modified: 07-11-2017@22:04:34
# LRG_TRANSCRIPT	HGNC_SYMBOL	CHROMOSOME	STRAND	TRANSCRIPT_START	TRANSCRIPT_STOP	EXONS_COORDS	LRG_PROTEIN	CDS_START	CDS_STOP
LRG_600t1	CHST14	15	1	40470961	40473158	40470961-40473158	LRG_600p1	40471214	40472344
LRG_601t1	HRG	3	1	186665952	186678240	186665952-186666214,186668935-186669051,186669938-186670028,186671623-186671789,186672787-186672867,186675089-186675190,186677047-186678240	LRG_601p1	186666032	186677883
LRG_602t1	NBEA	13	1	34942287	35672736	34942287-34943114,35040933-35041164,35044947-35045047,35045306-35045401,35048563-35048684,35050269-35050395,35056010-35056129,35058717-35058863,35069908-35070105,35070719-35070852,35098297-35098405,35109290-35109442,35110810-35110978,35117414-35117493,35118228-35118290,35118377-35118474,35123482-35123574,35142269-35142377,35155774-35155855,35156083-35156206,35157078-35157270,35159016-35160032,35161750-35161967,35164356-35164509,35168987-35168995,35171272-35171452,35173464-35173594,35176996-35177103,35182360-35182528,35183976-35184071,35195864-35196302,35208700-35208854,35211053-35211179,35232492-35232619,35290389-35290450,35309528-35309592,35349108-35349216,35352157-35352323,35432269-35432393,35452092-35452235,35472400-35472536,35550477-35550594,35550930-35551032,35554987-35555102,35566905-35567017,35583898-35584038,35593328-35593447,35606426-35606578,35628081-35628248,35646259-35646348,35649655-35649847,35651805-35651876,35654855-35655010,35655579-35655749,35665085-35665186,35667374-35667570,35668368-35668519,35670901-35672736	LRG_602p1	34942821	35670991
LRG_602t2	NBEA	13	1	35476749	35672737	35476749-35476837,35550477-35550594,35550930-35551032,35554987-35555102,35566905-35567017,35583898-35584038,35593328-35593447,35606426-35606578,35628081-35628248,35646259-35646348,35649655-35649847,35651805-35651876,35654855-35655010,35655579-35655749,35665085-35665186,35667374-35667570,35668368-35668519,35670901-35672737	LRG_602p2	35550513	35670991
LRG_605t1	ANKRD26	10	-1	27004116	27100498	27004116-27005723,27006917-27006962,27012882-27013110,27014494-27014711,27017502-27017792,27022558-27022687,27024447-27024559,27028852-27028945,27029286-27029356,27033225-27033377,27034796-27035752,27037186-27037323,27037871-27038054,27039965-27040178,27043426-27043567,27044157-27044190,27046353-27046523,27048801-27048979,27053320-27053390,27060345-27060417,27060512-27060540,27061144-27061242,27063988-27064081,27066487-27066548,27067157-27067286,27077338-27077540,27077633-27077693,27079089-27079161,27082803-27082833,27086539-27086609,27092406-27092512,27093349-27093522,27093685-27093799,27100085-27100498	LRG_605p1	27005590	27100326
LRG_607t1	TYROBP	19	-1	35904401	35908309	35904401-35904634,35907218-35907264,35907446-35907580,35907730-35907762,35908168-35908309	LRG_607p1	35904569	35908228
LRG_608t1	CBL	11	1	119206276	119308149	119206276-119206612,119232448-119232695,119271735-119271881,119273868-119274024,119274832-119274953,119275997-119276134,119277757-119277844,119278166-119278297,119278510-119278713,119284969-119285100,119285189-119285566,119287852-119287946,119296918-119297034,119297384-119297481,119298358-119298540,119299495-119308149	LRG_608p1	119206418	119299781
LRG_609t1	ETV6	12	1	11649854	11895402	11649854-11650160,11752450-11752579,11839140-11839304,11853427-11853561,11869424-11869969,11884445-11884587,11885926-11886026,11890941-11895402	LRG_609p1	11650128	11891046
LRG_610t1	IDH1	2	-1	208236227	208255143	208236227-208237169,208239071-208239233,208239863-208240003,208241994-208242145,208243427-208243604,208245319-208245424,208248369-208248660,208251430-208251567,208253886-208253959,208254939-208255143	LRG_610p1	208237079	208251551
LRG_610t2	IDH1	2	-1	208236227	208254303	208236227-208237169,208239071-208239233,208239863-208240003,208241994-208242145,208243427-208243604,208245319-208245424,208248369-208248660,208251430-208251567,208253886-208253959,208254031-208254303	LRG_610p2	208237079	208251551
LRG_610t3	IDH1	2	-1	208236227	208254458	208236227-208237169,208239071-208239233,208239863-208240003,208241994-208242145,208243427-208243604,208245319-208245424,208248369-208248660,208251430-208251567,208253886-208253959,208254343-208254458	LRG_610p3	208237079	208251551
LRG_611t1	IDH2	15	-1	90083978	90100621	90083978-90084353,90084816-90084908,90085001-90085098,90085275-90085387,90087112-90087263,90087439-90087575,90088359-90088502,90088587-90088747,90090479-90090644,90091553-90091644,90100576-90100621	LRG_611p1	90084266	90091603
LRG_611t2	IDH2	15	-1	90083978	90102554	90083978-90084353,90084816-90084908,90085001-90085098,90085275-90085387,90087112-90087263,90087439-90087575,90088359-90088502,90088587-90088747,90090479-90090644,90091553-90091644,90102276-90102554	LRG_611p2	90084266	90102390
LRG_612t1	JAK2	9	1	4985245	5128183	4985245-4985630,4985940-4986022,5021963-5022213,5029783-5029906,5044403-5044520,5050686-5050831,5054563-5054884,5055669-5055788,5064883-5065040,5066678-5066789,5069022-5069208,5069925-5070052,5072492-5072626,5073698-5073785,5077453-5077580,5078306-5078444,5080229-5080380,5080533-5080683,5081725-5081861,5089674-5089863,5090446-5090570,5090739-5090911,5123004-5123121,5126333-5126446,5126684-5128183	LRG_612p1	5021988	5126791
LRG_613t1	KMT2A	11	1	118436490	118526824	118436490-118436944,118468775-118468844,118471662-118474315,118476805-118476982,118477967-118478201,118480174-118480238,118481715-118482092,118482422-118482495,118484183-118484314,118484862-118484975,118488614-118488760,118489792-118489887,118490129-118490249,118491196-118491318,118491744-118491928,118493057-118493230,118494288-118494398,118494694-118494767,118495700-118495893,118496261-118496367,118497936-118498073,118498370-118498528,118499303-118499420,118499835-118499913,118500987-118501147,118501672-118501857,118502398-118506646,118507529-118507609,118509136-118509200,118509948-118510118,118511951-118512025,118519618-118519792,118519957-118520064,118520802-118520885,118521288-118521417,118521897-118526824	LRG_613p1	118436513	118522172
LRG_614t1	PTPN11	12	1	112418732	112509913	112418732-112419125,112446276-112446398,112450318-112450512,112453195-112453387,112454564-112454680,112455950-112456063,112472944-112473040,112477651-112477730,112477857-112478015,112482074-112482205,112486475-112486629,112488443-112488510,112489024-112489175,112502144-112502256,112504695-112504796,112505825-112509913	LRG_614p1	112419112	112504764
LRG_615t1	U2AF1	21	-1	43092956	43107578	43092956-43093249,43094471-43094563,43094655-43094788,43095438-43095536,43095694-43095743,43101366-43101432,43104315-43104402,43107451-43107578	LRG_615p1	43093102	43107494
LRG_615t2	U2AF1	21	-1	43092956	43107578	43092956-43093249,43094471-43094563,43094655-43094788,43095438-43095536,43095694-43095743,43100453-43100519,43104315-43104402,43107451-43107578	LRG_615p2	43093102	43107494
LRG_616t1	KDM6A	X	1	44873175	45112612	44873175-44873712,44873924-44873987,44961284-44961392,44974666-44974715,45010961-45011019,45020610-45020730,45034931-45034985,45037655-45037689,45051709-45051802,45053829-45053955,45059006-45059104,45059247-45059466,45060022-45060156,45060609-45060764,45061324-45061419,45062647-45062748,45063422-45063817,45069579-45070357,45076697-45076826,45078400-45078505,45079146-45079351,45082576-45082640,45082715-45082789,45083460-45083608,45085865-45085979,45089743-45089930,45090723-45090864,45107410-45107536,45110079-45110249,45111382-45112612	LRG_616p1	44873552	45111411
LRG_617t1	SF1	11	-1	64764604	64778466	64764604-64765518,64766900-64767079,64767192-64767251,64767571-64767844,64768106-64768286,64769022-64769129,64769223-64769338,64769426-64769609,64769964-64770053,64770256-64770408,64773430-64773505,64776498-64776626,64777987-64778466	LRG_617p1	64765454	64778392
LRG_617t2	SF1	11	-1	64764604	64777760	64764604-64766155,64766900-64767079,64767192-64767251,64767571-64767844,64768106-64768286,64769022-64769129,64769223-64769338,64769426-64769609,64769964-64770053,64770256-64770408,64773430-64773505,64776498-64776626,64777499-64777760	LRG_617p2	64765818	64776579
LRG_617t3	SF1	11	-1	64764604	64778844	64764604-64765518,64765951-64766155,64766900-64767079,64767192-64767251,64767571-64767844,64768106-64768286,64769022-64769129,64769223-64769338,64769426-64769609,64769964-64770053,64770256-64770408,64773430-64773505,64776498-64776626,64778362-64778844	LRG_617p3	64765389	64778392
LRG_617t4	SF1	11	-1	64764604	64778844	64764604-64765518,64766900-64767079,64767192-64767251,64767567-64767844,64768106-64768286,64769022-64769129,64769223-64769338,64769426-64769609,64769964-64770053,64770256-64770408,64773430-64773505,64776498-64776626,64778362-64778844	LRG_617p4	64765389	64778392
LRG_618t1	ZRSR2	X	1	15790451	15823260	15790451-15790536,15790934-15791013,15799872-15799953,15803688-15803796,15804111-15804197,15808233-15808271,15809200-15809318,15815677-15815890,15818587-15818642,15820207-15820316,15822731-15823260	LRG_618p1	15790496	15823242
LRG_619t1	SOCS3	17	-1	78356777	78360079	78356777-78359183,78359750-78360079	LRG_619p1	78358418	78359095
LRG_620t1	BCL2L11	2	1	111120914	111168445	111120914-111121188,111123733-111123869,111150044-111150147,111151822-111151893,111153780-111153904,111164133-111168445	LRG_620p1	111123746	111151851
LRG_620t2	BCL2L11	2	1	111120914	111168445	111120914-111121188,111123733-111124139,111150044-111150147,111161419-111161550,111164133-111168445	LRG_620p2	111123746	111161439
LRG_620t3	BCL2L11	2	1	111120914	111146284	111120914-111121188,111123733-111123869,111124050-111124139,111142313-111142391,111144488-111144520,111145949-111146284	LRG_620p3	111123746	111144491
LRG_620t4	BCL2L11	2	1	111120914	111168445	111120914-111121188,111123733-111123869,111130132-111130247,111150044-111150147,111164133-111168445	LRG_620p4	111123746	111130235
LRG_620t5	BCL2L11	2	1	111120914	111128846	111120914-111121188,111123733-111123869,111124050-111124139,111128627-111128846	LRG_620p5	111123746	111128751
LRG_621t1	SH2B3	12	1	111405948	111451623	111405948-111406277,111418119-111418877,111446753-111446854,111446942-111447033,111447125-111447219,111447330-111447544,111447656-111447827,111447983-111451623	LRG_621p1	111418146	111448302
LRG_621t2	SH2B3	12	1	111434862	111451623	111434862-111435027,111446753-111446854,111446942-111447033,111447125-111447219,111447330-111447544,111447656-111447827,111447983-111451623	LRG_621p2	111434902	111448302
LRG_622t1	SF3A1	22	-1	30331988	30356924	30331988-30334695,30335467-30335538,30335652-30335753,30337026-30337180,30337690-30337897,30338789-30339034,30339130-30339251,30340196-30340381,30340695-30340812,30341692-30341885,30342200-30342350,30342805-30342879,30344933-30345190,30346312-30346519,30352951-30353072,30356730-30356924	LRG_622p1	30334594	30356792
LRG_623t1	U2AF2	19	1	55654050	55674716	55654050-55655153,55659210-55659345,55660177-55660221,55660516-55660619,55661038-55661189,55662502-55662618,55663606-55663744,55668507-55668586,55668670-55668792,55669083-55669181,55669444-55669692,55673934-55674716	LRG_623p1	55655105	55674068
LRG_624t1	SF3B1	2	-1	197418796	197435093	197418796-197418951,197420428-197420542,197421029-197421133,197423808-197423974,197434972-197435093	LRG_624p1	197418932	197434999
LRG_624t2	SF3B1	2	-1	197391974	197435093	197391974-197392461,197392972-197393188,197396056-197396328,197397985-197398116,197398461-197398581,197400055-197400166,197400252-197400434,197400715-197400936,197401400-197401525,197401742-197401888,197401985-197402130,197402556-197402826,197402949-197403035,197403585-197403764,197405076-197405177,197405275-197405472,197407998-197408119,197408369-197408581,197409770-197410007,197416741-197416911,197418509-197418588,197420428-197420542,197421029-197421133,197423808-197423974,197434972-197435093	LRG_624p2	197392303	197434999
LRG_624t3	SF3B1	2	-1	197418796	197435093	197418796-197420542,197421029-197421133,197423808-197423974,197434972-197435093	LRG_624p3	197420378	197434999
LRG_625t1	PRPF40B	12	1	49623414	49644669	49623414-49623593,49630545-49630625,49631401-49631544,49631860-49631925,49632596-49632623,49632855-49632880,49633014-49633124,49633427-49633547,49633637-49633661,49633886-49634092,49634332-49634455,49634538-49634602,49635099-49635263,49635365-49635473,49635843-49635993,49636716-49636849,49637470-49637584,49637733-49637824,49641908-49642024,49642235-49642372,49642580-49642675,49642930-49643016,49643223-49643397,49643691-49643752,49643861-49644004,49644100-49644669	LRG_625p1	49623591	49644192
LRG_625t2	PRPF40B	12	1	49623620	49644669	49623620-49624170,49631401-49631544,49631860-49631925,49632596-49632623,49632855-49632880,49633014-49633124,49633427-49633547,49633637-49633661,49633886-49634092,49634332-49634455,49634538-49634602,49635099-49635263,49635365-49635473,49635843-49635993,49636716-49636849,49637470-49637584,49637733-49637824,49641929-49642024,49642235-49642372,49642580-49642675,49642927-49643016,49643223-49643397,49643691-49643752,49643861-49644004,49644100-49644669	LRG_625p2	49631401	49644192
LRG_626t1	TET2	4	1	105146685	105279803	105146685-105146979,105190360-105190505,105233897-105237351,105241339-105241429,105242834-105242927,105243570-105243778,105259619-105259769,105261759-105261848,105269610-105269747,105272564-105272918,105275048-105279803	LRG_626p1	105233943	105276519
LRG_626t2	TET2	4	1	105145875	105242771	105145875-105146086,105190360-105190505,105233897-105242771	LRG_626p2	105233943	105237440
LRG_627t1	BCOR	X	-1	40051246	40177329	40051246-40052400,40053886-40054042,40054256-40054333,40055368-40055513,40057155-40057321,40062139-40062393,40062746-40063071,40063608-40063850,40064336-40064599,40070973-40071159,40071637-40071690,40072349-40075180,40076454-40076532,40077844-40077969,40177007-40177329	LRG_627p1	40052109	40077929
LRG_627t2	BCOR	X	-1	40051246	40097466	40051246-40052400,40053886-40054042,40054256-40054333,40055368-40055513,40057155-40057321,40062139-40062393,40062746-40063071,40063608-40063952,40064336-40064599,40070973-40071159,40071637-40071690,40072349-40075180,40076454-40076532,40077844-40077969,40097215-40097466	LRG_627p2	40052109	40077929
LRG_628t1	BCORL1	X	1	130005188	130058083	130005188-130005317,130012578-130012668,130012950-130016213,130020985-130021150,130022897-130022977,130024990-130025379,130028635-130028861,130037367-130037533,130039137-130039282,130050717-130050794,130051860-130052016,130055854-130058083	LRG_628p1	130005232	130056136
LRG_628t2	BCORL1	X	1	130005188	130058083	130005188-130005317,130012578-130012668,130012950-130016213,130020985-130021150,130022897-130022977,130024990-130025379,130028635-130028861,130034455-130034676,130037367-130037533,130039137-130039282,130050717-130050794,130051860-130052016,130055854-130058083	LRG_628p2	130005232	130056136
LRG_629t1	PHF6	X	1	134373312	134428792	134373312-134373467,134377572-134377755,134378005-134378106,134393501-134393634,134393909-134393952,134413491-134413657,134413823-134413966,134415016-134415120,134417169-134417302,134425201-134425330,134425661-134428792	LRG_629p1	134377618	134425330
LRG_629t2	PHF6	X	1	134373312	134415292	134373312-134373467,134377572-134377755,134378005-134378106,134393501-134393634,134393909-134393952,134413488-134413657,134413823-134413966,134415016-134415292	LRG_629p2	134377618	134415222
LRG_630t1	ASXL1	20	1	32358344	32439319	32358344-32358832,32366384-32366466,32367727-32367729,32369015-32369123,32428128-32428248,32428325-32428422,32429338-32429431,32429901-32430053,32431321-32431484,32431583-32431679,32432880-32432985,32433284-32433917,32434432-32439319	LRG_630p1	32358776	32437338
LRG_630t2	ASXL1	20	1	32358344	32372549	32358344-32358832,32366384-32366466,32367727-32367729,32369015-32369123,32372164-32372549	LRG_630p2	32358776	32372169
LRG_631t1	TREM2	6	-1	41158506	41163186	41158506-41158780,41158873-41159066,41159792-41159882,41161263-41161613,41163043-41163186	LRG_631p1	41158764	41163082
LRG_635t1	P2RY1	3	1	152834693	152841439	152834693-152841439	LRG_635p1	152835783	152836904
LRG_638t1	PROCR	20	1	35171937	35177362	35171937-35172224,35174702-35174953,35176168-35176446,35176698-35177362	LRG_638p1	35172155	35176813
LRG_640t1	SRSF2	17	-1	76734115	76737411	76734115-76736464,76736799-76737411	LRG_640p1	76736161	76737160
LRG_641t1	F2R	5	1	76716043	76735780	76716043-76716395,76732314-76735780	LRG_641p1	76716308	76733503
LRG_642t1	AMN	14	1	102922656	102930842	102922656-102922731,102923711-102923829,102923935-102923979,102928426-102928513,102928758-102928975,102929121-102929258,102929428-102929536,102929655-102929737,102929924-102930086,102930165-102930327,102930406-102930493,102930576-102930842	LRG_642p1	102922689	102930680
LRG_643t1	GLDC	9	-1	6532464	6645692	6532464-6533160,6534708-6534788,6536064-6536236,6540051-6540146,6550803-6550914,6553368-6553509,6554669-6554781,6556153-6556302,6558559-6558684,6565354-6565429,6587141-6587283,6588401-6588442,6588618-6588702,6589195-6589292,6592143-6592223,6592851-6592990,6595014-6595119,6602109-6602205,6604588-6604784,6605131-6605278,6606592-6606669,6610192-6610356,6620184-6620319,6644614-6644692,6645245-6645692	LRG_643p1	6533017	6645499
LRG_646t1	FLI1	11	1	128693916	128813267	128693916-128694276,128748237-128748290,128758115-128758326,128768118-128768272,128772782-128772985,128781958-128782023,128805366-128805431,128807180-128807239,128809157-128809204,128810459-128813267	LRG_646p1	128758196	128810988
LRG_646t2	FLI1	11	1	128693916	128813267	128693916-128694276,128758115-128758326,128764651-128764821,128768118-128768272,128772782-128772985,128781958-128782023,128805366-128805431,128807180-128807239,128809157-128809204,128810459-128813267	LRG_646p2	128764790	128810988
LRG_646t3	FLI1	11	1	128686535	128813267	128686535-128686701,128758115-128758326,128781958-128782023,128805366-128805431,128807180-128807239,128809157-128809204,128810459-128813267	LRG_646p3	128758317	128810988
LRG_646t4	FLI1	11	1	128693916	128813267	128693916-128694276,128758115-128758326,128768118-128768272,128772782-128772985,128781958-128782023,128805366-128805431,128807180-128807239,128809157-128809204,128810459-128813267	LRG_646p4	128694259	128810988
LRG_650t1	KRIT1	7	-1	92198969	92246100	92198969-92200804,92201307-92201423,92213195-92213401,92213892-92213979,92214611-92214777,92221902-92222053,92222822-92222978,92225720-92225827,92226526-92226682,92234449-92234592,92234808-92234923,92235403-92235646,92236413-92236542,92237667-92237759,92240993-92241152,92242034-92242137,92244002-92244149,92244902-92245171,92245427-92245595,92245906-92246100	LRG_650p1	92200736	92242135
LRG_651t1	PDCD10	3	-1	167683906	167734806	167683906-167684389,167687234-167687316,167687615-167687693,167695596-167695722,167697009-167697126,167704842-167704895,167720062-167720273,167734214-167734350,167734662-167734806	LRG_651p1	167684308	167720157
LRG_652t1	SOD1	21	1	31659622	31668931	31659622-31659841,31663790-31663886,31666449-31666518,31667258-31667375,31668471-31668931	LRG_652p1	31659770	31668578
LRG_653t1	ANG	14	1	20684177	20694186	20684177-20684758,20693547-20694186	LRG_653p1	20693565	20694008
LRG_654t1	ALS2	2	-1	201700263	201781172	201700263-201701889,201704122-201704218,201704454-201704603,201705139-201705200,201705416-201705461,201706846-201707022,201707869-201707991,201709881-201710038,201710991-201711108,201715672-201715839,201718077-201718210,201723043-201723120,201723330-201723441,201724295-201724459,201725356-201725454,201726484-201726549,201726664-201726866,201727212-201727278,201727705-201727775,201728512-201728640,201729052-201729183,201733276-201733438,201738670-201738735,201741674-201741854,201744258-201744429,201746566-201746748,201749712-201749789,201753146-201753242,201754503-201754671,201757402-201757759,201760881-201761818,201767229-201767383,201768866-201768945,201780877-201781172	LRG_654p1	201701851	201768885
LRG_655t1	FUS	16	1	31180110	31194871	31180110-31180227,31182398-31182422,31182513-31182664,31183858-31184002,31184209-31184396,31184939-31185179,31186802-31186836,31188325-31188357,31189123-31189226,31189665-31189794,31190040-31190141,31190275-31190398,31190742-31190842,31190963-31191110,31191399-31194871	LRG_655p1	31180215	31191438
LRG_656t1	VAPB	20	1	58389119	58451101	58389119-58389517,58418211-58418363,58434602-58434705,58438945-58439025,58440907-58441083,58444077-58451101	LRG_656p1	58389460	58444235
LRG_657t1	VCP	9	-1	35056068	35072742	35056068-35057222,35057376-35057530,35059064-35059219,35059493-35059801,35060313-35060525,35060801-35060923,35061015-35061179,35061577-35061689,35062003-35062138,35062217-35062350,35062978-35063080,35064154-35064285,35065251-35065381,35066675-35066817,35067891-35068063,35068251-35068362,35072337-35072742	LRG_657p1	35057117	35072353
LRG_658t1	C9orf72	9	-1	27546545	27573866	27546545-27548422,27548557-27548666,27550650-27550707,27556561-27556796,27558491-27558607,27560227-27560299,27561585-27561649,27562381-27562476,27565531-27565590,27566677-27567164,27573709-27573866	LRG_658p1	27548236	27567120
LRG_659t1	TARDBP	1	1	11012622	11025492	11012622-11012743,11013716-11013965,11016844-11017007,11018733-11018873,11020429-11020599,11022124-11025492	LRG_659p1	11013728	11022654
LRG_660t1	MAPT	17	1	45894384	46028334	45894384-45894686,45962321-45962470,45971859-45971945,45974385-45974471,45978375-45978440,45983178-45983930,45987040-45987095,45989878-45990075,45991460-45991586,45996399-45996664,46010310-46010402,46014243-46014324,46018618-46018730,46023956-46028334	LRG_660p1	45962338	46024171
LRG_661t1	GRN	17	1	44345123	44353102	44345123-44345334,44349158-44349302,44349426-44349551,44349667-44349751,44350228-44350340,44350442-44350577,44350691-44350800,44351037-44351163,44351363-44351460,44351550-44351795,44352015-44352248,44352341-44352571,44352661-44353102	LRG_661p1	44349165	44352798
LRG_662t1	MET	7	1	116672405	116798386	116672405-116672577,116699071-116700284,116731668-116731859,116739950-116740084,116740852-116741025,116755355-116755515,116757437-116757539,116757638-116757774,116758459-116758620,116759337-116759490,116763050-116763268,116769645-116769791,116771498-116771654,116771849-116771989,116774881-116775111,116777389-116777469,116778776-116778957,116781988-116782097,116783304-116783469,116795655-116795791,116795887-116798386	LRG_662p1	116699085	116796124
LRG_663t1	CFTR	7	1	117479963	117668665	117479963-117480147,117504253-117504363,117509034-117509142,117530899-117531114,117534276-117534365,117535248-117535411,117536548-117536673,117540100-117540346,117542016-117542108,117548641-117548823,117559464-117559655,117587739-117587833,117590353-117590439,117591934-117592657,117594930-117595058,117602826-117602863,117603532-117603782,117606674-117606753,117610519-117610669,117611581-117611808,117614613-117614713,117627522-117627770,117642438-117642593,117652842-117652931,117664688-117664860,117665459-117665564,117666908-117668665	LRG_663p1	117480095	117667108
LRG_664t1	CCM2	7	1	45027634	45076470	45027634-45027797,45038253-45038426,45063918-45064001,45064463-45064646,45068443-45068579,45069826-45069961,45072726-45072783,45073460-45073571,45074270-45074408,45075777-45076470	LRG_664p1	45027705	45076057
LRG_664t2	CCM2	7	1	45000188	45076470	45000188-45000363,45038253-45038426,45063918-45064001,45064463-45064646,45068443-45068579,45069826-45069961,45072726-45072783,45073460-45073571,45074270-45074408,45075777-45076470	LRG_664p2	45000334	45076057
LRG_665t1	UBQLN2	X	1	56563593	56567010	56563593-56567010	LRG_665p1	56563874	56565748
LRG_666t1	AFG3L2	18	-1	12328944	12377276	12328944-12329783,12337341-12337535,12340201-12340401,12344132-12344247,12348273-12348383,12351085-12351210,12351306-12351413,12353005-12353158,12356694-12356831,12358670-12358943,12359927-12360051,12363782-12363856,12366965-12367117,12367276-12367382,12370849-12370926,12371592-12371691,12376969-12377276	LRG_666p1	12329565	12377082
LRG_667t1	PDYN	20	-1	1978756	1994285	1978756-1980958,1982956-1983103,1992584-1992643,1993911-1994285	LRG_667p1	1980323	1983084
LRG_668t1	KCNC3	19	-1	50315508	50329377	50315508-50316091,50320223-50320349,50320593-50320784,50322975-50324082,50328213-50329377	LRG_668p1	50320246	50329082
LRG_669t1	PRKCG	19	1	53882213	53907647	53882213-53882664,53883163-53883194,53884161-53884243,53889638-53889749,53889886-53890017,53891674-53891830,53892509-53892643,53892988-53893075,53893362-53893391,53897959-53898111,53898440-53898628,53900233-53900324,53900419-53900481,53900611-53900749,53903073-53903153,53904635-53904742,53906317-53906457,53906707-53907647	LRG_669p1	53882495	53906895
LRG_670t1	TBX5	12	-1	114353930	114408442	114353930-114356106,114366165-114366391,114385476-114385567,114394741-114394893,114398573-114398720,114399513-114399632,114401826-114401920,114403752-114403936,114407814-114408442	LRG_670p1	114355532	114403898
LRG_671t1	NKX2-5	5	-1	173232104	173235312	173232104-173233209,173234750-173235312	LRG_671p1	173232569	173235083
LRG_672t1	GLA	X	-1	101397791	101408013	101397791-101398099,101398370-101398567,101398785-101398946,101400666-101400757,101401632-101401809,101403811-101403985,101407710-101408013	LRG_672p1	101397809	101407903
LRG_673t1	GAA	17	1	80101556	80119880	80101556-80101890,80104555-80105132,80105749-80105894,80107557-80107722,80107800-80107896,80108290-80108409,80108489-80108607,80108697-80108828,80109945-80110055,80110727-80110840,80110941-80111025,80111983-80112100,80112578-80112711,80112876-80113027,80113218-80113366,80116968-80117109,80117600-80117749,80118193-80118357,80118653-80118805,80119272-80119880	LRG_673p1	80104587	80119331
LRG_674t1	SALL1	16	-1	51135975	51151272	51135975-51137552,51138688-51142145,51151166-51151272	LRG_674p1	51137112	51151241
LRG_675t1	SALL4	20	-1	51784042	51802509	51784042-51784684,51788861-51789141,51790022-51792352,51802279-51802509	LRG_675p1	51784265	51802408
LRG_676t1	SMN1	5	1	70924941	70953012	70924941-70925184,70938839-70938910,70941389-70941508,70942358-70942558,70942718-70942870,70944658-70944753,70946066-70946176,70951941-70951994,70952439-70953012	LRG_676p1	70925104	70951991
LRG_677t1	SMN2	5	1	70049523	70077595	70049523-70049766,70063415-70063486,70065965-70066084,70066934-70067134,70067294-70067446,70069235-70069330,70070641-70070751,70076521-70076574,70077019-70077595	LRG_677p1	70049686	70076571
LRG_677t2	SMN2	5	1	70049523	70077595	70049523-70049766,70063415-70063486,70065965-70066084,70066934-70067134,70067294-70067446,70069235-70069330,70070641-70070751,70077019-70077595	LRG_677p2	70049686	70077033
LRG_678t1	TNNI3K	1	1	74235387	74544432	74235387-74235491,74236102-74236210,74249459-74249544,74250672-74250769,74271598-74271708,74331450-74331548,74336011-74336149,74342842-74342986,74343075-74343179,74353266-74353360,74353980-74354129,74367256-74367342,74367908-74367964,74369022-74369114,74369207-74369264,74369391-74369585,74370288-74370392,74436080-74436132,74436474-74436526,74439490-74439622,74463441-74463550,74489189-74489248,74492097-74492266,74540234-74540313,74543906-74544432	LRG_678p1	74235452	74543982
LRG_679t1	TNNT1	19	-1	55132793	55149238	55132793-55132960,55133887-55133927,55134066-55134204,55137103-55137212,55137961-55138074,55140883-55140960,55141186-55141302,55141857-55141920,55145544-55145565,55146434-55146466,55146681-55146707,55147008-55147021,55147126-55147168,55149161-55149238	LRG_679p1	55132915	55147157
LRG_680t1	TPM2	9	-1	35681993	35690056	35681993-35682163,35684246-35684315,35684488-35684550,35685064-35685139,35685269-35685339,35685434-35685551,35685647-35685780,35689146-35689271,35689704-35690056	LRG_680p1	35682081	35689817
LRG_680t2	TPM2	9	-1	35682926	35690056	35682926-35683241,35684246-35684315,35684488-35684550,35684732-35684807,35685269-35685339,35685434-35685551,35685647-35685780,35689146-35689271,35689704-35690056	LRG_680p2	35683159	35689817
LRG_681t1	TPM3	1	-1	154155304	154183249	154155304-154159048,154170400-154170469,154170649-154170711,154171413-154171488,154172908-154172978,154173084-154173201,154176115-154176248,154182988-154183249	LRG_681p1	154158969	154183119
LRG_681t2	TPM3	1	-1	154161814	154192133	154161814-154167940,154169305-154169383,154170400-154170469,154170649-154170711,154171413-154171488,154172908-154172978,154173084-154173201,154176115-154176248,154191186-154191311,154191902-154192133	LRG_681p2	154167937	154192018
LRG_681t3	TPM3	1	-1	154155304	154183249	154155304-154157721,154170400-154170469,154170649-154170711,154172029-154172104,154172908-154172978,154173084-154173201,154176115-154176248,154182988-154183249	LRG_681p3	154157639	154183119
LRG_682t1	KBTBD13	15	1	65076816	65079938	65076816-65079938	LRG_682p1	65076816	65078192
LRG_683t1	SLC26A3	7	-1	107765467	107803233	107765467-107765878,107767579-107767644,107767766-107767908,107772054-107772108,107773920-107774153,107774777-107774872,107776452-107776544,107776637-107776706,107778175-107778281,107779668-107779763,107782797-107782874,107782980-107783093,107783205-107783352,107786827-107786909,107787357-107787509,107789524-107789688,107791048-107791235,107791830-107791940,107793742-107793881,107794379-107794597,107803111-107803233	LRG_683p1	107765855	107794509
LRG_684t1	SLC26A2	5	1	149960737	149987400	149960737-149960979,149977628-149978351,149980293-149987400	LRG_684p1	149977653	149981813
LRG_685t1	OAT	10	-1	124397303	124418976	124397303-124398102,124400840-124400984,124401726-124401839,124402927-124403055,124403798-124403920,124405436-124405563,124408542-124408637,124408741-124408965,124411973-124412200,124418873-124418976	LRG_685p1	124397942	124412171
LRG_686t1	B9D1	17	-1	19343170	19362733	19343170-19343857,19347269-19347331,19347784-19347880,19357840-19357951,19360320-19360388,19362600-19362733	LRG_686p1	19343547	19362721
